codigo_producto,volumen_producto_total,volumen_producto_planta_buenos_aires,volumen_producto_planta_curitiba,volumen_producto_planta_santiago,volumen_producto_planta_monterrey,volumen_producto_planta_bakersfield,cantidad_pallets_planta_buenos_aires,cantidad_pallets_planta_curitiba,cantidad_pallets_planta_santiago,cantidad_pallets_planta_monterrey,cantidad_pallets_planta_bakersfield,cantidad_pallets_total,costo_total_planta_buenos_aires,costo_total_planta_curitiba,costo_total_planta_santiago,costo_total_planta_monterrey,costo_total_planta_bakersfield,costo_pallets_planta_buenos_aires,costo_pallets_planta_curitiba,costo_pallets_planta_santiago,costo_pallets_planta_monterrey,costo_pallets_planta_bakersfield,costo_pallets_total,costo_total
BR0345,525685,0,94198,431487,0,0,0,2355,10788,0,0,13143,0.0,55105.83,224373.24,0.0,0.0,0,353250,1618200,0,0,1971450,279479.07
BR0346,400618,0,134550,266068,0,0,0,2403,4752,0,0,7155,0.0,75348.0,148998.08000000002,0.0,0.0,0,360450,712800,0,0,1073250,224346.08
BR0347,381716,0,0,0,0,381716,0,0,0,0,6817,6817,0.0,0.0,0.0,0.0,213760.96,0,0,0,0,1022550,1022550,213760.96
BR0348,142662,0,64906,77756,0,0,0,1623,1944,0,0,3567,0.0,40890.78,48986.28,0.0,0.0,0,243450,291600,0,0,535050,89877.06
BR0349,92361,0,0,92361,0,0,0,0,1650,0,0,1650,0.0,0.0,54031.185,0.0,0.0,0,0,247500,0,0,247500,54031.185
BR0350,3786,3786,0,0,0,0,60,0,0,0,0,60,2044.44,0.0,0.0,0.0,0.0,9000,0,0,0,0,9000,2044.44
BR0351,71579,71579,0,0,0,0,1119,0,0,0,0,1119,38652.66,0.0,0.0,0.0,0.0,167850,0,0,0,0,167850,38652.66
BR0352,30713,0,18980,11733,0,0,0,396,245,0,0,641,0.0,9869.6,6101.16,0.0,0.0,0,59400,36750,0,0,96150,15970.76
BR0353,21335,21335,0,0,0,0,381,0,0,0,0,381,11520.9,0.0,0.0,0.0,0.0,57150,0,0,0,0,57150,11520.9
BR0354,50094,0,0,50094,0,0,0,0,1044,0,0,1044,0.0,0.0,29304.99,0.0,0.0,0,0,156600,0,0,156600,29304.99
BR0355,23972,0,23972,0,0,0,0,375,0,0,0,375,0.0,12465.44,0.0,0.0,0.0,0,56250,0,0,0,56250,12465.44
BR0356,37946,0,0,37946,0,0,0,0,791,0,0,791,0.0,0.0,19731.92,0.0,0.0,0,0,118650,0,0,118650,19731.92
BR0357,23014,0,15160,7854,0,0,0,271,141,0,0,412,0.0,11673.2,5497.799999999999,0.0,0.0,0,40650,21150,0,0,61800,17171.0
BR0358,8728,0,8728,0,0,0,0,156,0,0,0,156,0.0,5673.2,0.0,0.0,0.0,0,23400,0,0,0,23400,5673.2
BR0359,19687,19687,0,0,0,0,352,0,0,0,0,352,10630.98,0.0,0.0,0.0,0.0,52800,0,0,0,0,52800,10630.98
BR0360,100212,0,0,100212,0,0,0,0,1566,0,0,1566,0.0,0.0,49103.88,0.0,0.0,0,0,234900,0,0,234900,49103.88
BR0361,114948,0,110251,4697,0,0,0,1379,59,0,0,1438,0.0,54022.99,3616.69,0.0,0.0,0,206850,8850,0,0,215700,57639.68
BR0362,22649,0,0,22649,0,0,0,0,472,0,0,472,0.0,0.0,10305.295,0.0,0.0,0,0,70800,0,0,70800,10305.295
BR0363,93363,0,0,0,0,93363,0,0,0,0,1946,1946,0.0,0.0,0.0,0.0,58818.69,0,0,0,0,291900,291900,58818.69
BR0364,80636,0,80636,0,0,0,0,1440,0,0,0,1440,0.0,47172.06,0.0,0.0,0.0,0,216000,0,0,0,216000,47172.06
BR0365,107201,0,107201,0,0,0,0,1489,0,0,0,1489,0.0,52528.49,0.0,0.0,0.0,0,223350,0,0,0,223350,52528.49
BR0366,14653,0,0,14653,0,0,0,0,229,0,0,229,0.0,0.0,10476.895,0.0,0.0,0,0,34350,0,0,34350,10476.895
BR0367,51022,0,0,0,0,51022,0,0,0,0,798,798,0.0,0.0,0.0,0.0,32143.86,0,0,0,0,119700,119700,32143.86
BR0368,100784,0,0,0,0,100784,0,0,0,0,1400,1400,0.0,0.0,0.0,0.0,56439.04000000001,0,0,0,0,210000,210000,56439.04000000001
BR0369,44106,0,0,44106,0,0,0,0,919,0,0,919,0.0,0.0,20068.23,0.0,0.0,0,0,137850,0,0,137850,20068.23
BR0370,101561,0,0,0,0,101561,0,0,0,0,1814,1814,0.0,0.0,0.0,0.0,52811.72,0,0,0,0,272100,272100,52811.72
BR0371,141590,0,0,0,0,141590,0,0,0,0,2529,2529,0.0,0.0,0.0,0.0,73626.8,0,0,0,0,379350,379350,73626.8
BR0372,181556,0,181556,0,0,0,0,3783,0,0,0,3783,0.0,94409.12,0.0,0.0,0.0,0,567450,0,0,0,567450,94409.12
BR0373,49137,0,49137,0,0,0,0,1024,0,0,0,1024,0.0,28745.145,0.0,0.0,0.0,0,153600,0,0,0,153600,28745.145
BR0374,15996,0,0,0,0,15996,0,0,0,0,286,286,0.0,0.0,0.0,0.0,11437.14,0,0,0,0,42900,42900,11437.14
BR0375,240998,0,0,0,0,240998,0,0,0,0,5021,5021,0.0,0.0,0.0,0.0,134958.88,0,0,0,0,753150,753150,134958.88
BR0376,71871,0,0,0,0,71871,0,0,0,0,1498,1498,0.0,0.0,0.0,0.0,37372.92,0,0,0,0,224700,224700,37372.92
BR0377,31227,0,0,0,0,31227,0,0,0,0,651,651,0.0,0.0,0.0,0.0,16238.04,0,0,0,0,97650,97650,16238.04
BR0378,8811,0,8114,697,0,0,0,170,15,0,0,185,0.0,4219.28,498.355,0.0,0.0,0,25500,2250,0,0,27750,4717.634999999999
BR0379,67894,0,50646,0,17248,0,0,1056,0,360,0,1416,0.0,26335.92,0.0,7847.84,0.0,0,158400,0,54000,0,212400,34183.76
BR0380,122770,53989,43273,16762,8746,0,965,773,300,157,0,2195,29154.06,25963.8,11062.92,5772.360000000001,0.0,144750,115950,45000,23550,0,329250,71953.14
BR0381,30911,0,6954,23957,0,0,0,125,428,0,0,553,0.0,4520.1,15572.05,0.0,0.0,0,18750,64200,0,0,82950,20092.15
BR0382,71190,0,40982,0,30208,0,0,732,0,540,0,1272,0.0,26638.3,0.0,19635.2,0.0,0,109800,0,81000,0,190800,46273.5
BR0383,16437,13508,0,0,2929,0,242,0,0,53,0,295,8780.2,0.0,0.0,1903.85,0.0,36300,0,0,7950,0,44250,10684.05
BR0384,20471,7628,0,0,12843,0,120,0,0,201,0,321,5454.02,0.0,0.0,7513.155,0.0,18000,0,0,30150,0,48150,12967.175
BR0385,222,35,79,51,26,31,1,2,1,1,1,6,25.025,56.485,36.465,15.21,22.165,150,300,150,150,150,900,155.35
BR0386,223,35,79,52,26,31,1,2,1,1,1,6,26.95,49.77,25.48,20.02,23.87,150,300,150,150,150,900,146.09
BR0387,5144,0,0,5144,0,0,0,0,81,0,0,81,0.0,0.0,2520.56,0.0,0.0,0,0,12150,0,0,12150,2520.56
BR0388,62840,0,49527,13313,0,0,0,885,238,0,0,1123,0.0,27735.120000000003,10251.01,0.0,0.0,0,132750,35700,0,0,168450,37986.130000000005
BR0389,2295,0,2295,0,0,0,0,41,0,0,0,41,0.0,1640.925,0.0,0.0,0.0,0,6150,0,0,0,6150,1640.925
BR0390,3517,0,3517,0,0,0,0,74,0,0,0,74,0.0,1828.84,0.0,0.0,0.0,0,11100,0,0,0,11100,1828.84
BR0391,1491119,0,1151498,339621,0,0,0,17993,5307,0,0,23300,0.0,523931.59,176602.92,0.0,0.0,0,2698950,796050,0,0,3495000,700534.51
BR0392,37740,0,33494,4246,0,0,0,466,59,0,0,525,0.0,21771.1,3035.89,0.0,0.0,0,69900,8850,0,0,78750,24806.99
BR0393,19231,0,0,19231,0,0,0,0,301,0,0,301,0.0,0.0,10000.12,0.0,0.0,0,0,45150,0,0,45150,10000.12
BR0394,27637,0,0,27637,0,0,0,0,432,0,0,432,0.0,0.0,19345.9,0.0,0.0,0,0,64800,0,0,64800,19345.9
BR0395,225289,0,225289,0,0,0,0,3130,0,0,0,3130,0.0,126161.84,0.0,0.0,0.0,0,469500,0,0,0,469500,126161.84
BR0396,535950,0,535950,0,0,0,0,8375,0,0,0,8375,0.0,262615.5,0.0,0.0,0.0,0,1256250,0,0,0,1256250,262615.5
BR0397,484351,0,484351,0,0,0,0,7568,0,0,0,7568,0.0,251862.52,0.0,0.0,0.0,0,1135200,0,0,0,1135200,251862.52
BR0398,71218,0,71218,0,0,0,0,1113,0,0,0,1113,0.0,39882.08,0.0,0.0,0.0,0,166950,0,0,0,166950,39882.08
BR0399,26149,0,0,26149,0,0,0,0,654,0,0,654,0.0,0.0,18304.3,0.0,0.0,0,0,98100,0,0,98100,18304.3
BR0400,17214,0,0,0,0,17214,0,0,0,0,431,431,0.0,0.0,0.0,0.0,13254.78,0,0,0,0,64650,64650,13254.78
BR0401,21160,0,8112,0,0,13048,0,127,0,0,204,331,0.0,4745.52,0.0,0.0,9329.32,0,19050,0,0,30600,49650,14074.84
BR0402,16214,0,0,0,0,16214,0,0,0,0,226,226,0.0,0.0,0.0,0.0,12484.78,0,0,0,0,33900,33900,12484.78
BR0403,214,33,76,50,25,30,1,2,2,1,1,7,25.41,58.52,38.5,19.25,23.1,150,300,300,150,150,1050,164.78
BR0404,215,34,76,50,25,30,1,2,1,1,1,6,26.18,58.52,38.5,19.25,23.1,150,300,150,150,150,900,165.54999999999998
BR0405,216,34,77,50,25,30,1,2,1,1,1,6,16.66,37.73,38.5,14.000000000000002,23.1,150,300,150,150,150,900,129.99
BR0406,217,34,77,51,25,30,1,2,2,1,1,7,26.18,37.73,35.7,15.75,23.1,150,300,300,150,150,1050,138.45999999999998
BR0407,1944,0,0,1944,0,0,0,0,41,0,0,41,0.0,0.0,1224.72,0.0,0.0,0,0,6150,0,0,6150,1224.72
BR0408,219,34,78,51,26,30,1,2,2,1,1,7,26.18,38.22,35.7,16.38,23.1,150,300,300,150,150,1050,139.57999999999998
BR0409,220,34,78,51,26,31,1,2,1,1,1,6,26.18,60.06,39.27,20.02,23.87,150,300,150,150,150,900,169.40000000000003
BR0410,4903,0,0,4903,0,0,0,0,103,0,0,103,0.0,0.0,3775.31,0.0,0.0,0,0,15450,0,0,15450,3775.31
BR0411,3001,0,0,3001,0,0,0,0,47,0,0,47,0.0,0.0,1680.5600000000002,0.0,0.0,0,0,7050,0,0,7050,1680.5600000000002
BR0412,2347,367,807,587,293,293,7,15,11,6,6,45,282.59000000000003,508.41,287.63,225.61,225.61,1050,2250,1650,900,900,6750,1529.8500000000004
BR0413,2014,0,0,0,0,2014,0,0,0,0,36,36,0.0,0.0,0.0,0.0,1127.84,0,0,0,0,5400,5400,1127.84
BR0414,225,35,80,52,27,31,1,2,1,1,1,6,17.15,39.2,40.04,15.12,23.87,150,300,150,150,150,900,135.38
BR0415,226,35,80,53,27,31,1,2,2,1,1,7,26.95,39.2,29.680000000000003,20.79,23.87,150,300,300,150,150,1050,140.49
BR0416,214,33,76,50,25,30,1,2,1,1,1,6,16.169999999999998,37.24,38.5,14.000000000000002,23.1,150,300,150,150,150,900,129.01
BR0417,2761,0,0,2761,0,0,0,0,50,0,0,50,0.0,0.0,2125.9700000000003,0.0,0.0,0,0,7500,0,0,7500,2125.9700000000003
BR0418,3942,0,0,3942,0,0,0,0,71,0,0,71,0.0,0.0,3035.34,0.0,0.0,0,0,10650,0,0,10650,3035.34
BR0419,43300,0,0,0,43300,0,0,0,0,602,0,602,0.0,0.0,0.0,28145.0,0.0,0,0,0,90300,0,90300,28145.0
BR0420,205852,0,24227,0,181625,0,0,379,0,2838,0,3217,0.0,12598.04,0.0,82639.375,0.0,0,56850,0,425700,0,482550,95237.415
BR0421,145803,0,0,0,145803,0,0,0,0,2604,0,2604,0.0,0.0,0.0,66340.365,0.0,0,0,0,390600,0,390600,66340.365
